player_id,position_name,age,v_burst_0_10,v_accel_10_45,v_top_45_90,runner_runs_tot,rate_att_xb,rate_safe,n_sb,n_cs,sb_attempts,sb_success_rate
669016,LF,28,12.048192771084338,23.489932885906043,28.481012658227847,1.760922197738549,0.3048780487804878,0.3048780487804878,8,1,9,0.8888888888888888
606466,2B,32,11.235955056179774,23.333333333333332,27.777777777777782,0.3289929174916788,0.3431372549019607,0.3431372549019607,3,0,3,1.0
606466,2B,32,11.764705882352942,23.17880794701987,25.139664804469266,0.3289929174916788,0.3431372549019607,0.3431372549019607,3,0,3,1.0
668885,RF,27,11.627906976744185,23.178807947019862,27.607361963190186,-0.1743686791757311,0.3428571428571428,0.3142857142857143,9,3,12,0.75
682657,LF,24,11.764705882352942,22.875816993464056,27.108433734939755,0.5406632235381519,0.4081632653061224,0.3877551020408162,8,2,10,0.8
682657,LF,24,11.363636363636363,22.58064516129032,27.607361963190193,0.5406632235381519,0.4081632653061224,0.3877551020408162,8,2,10,0.8
622761,SS,31,11.764705882352942,24.305555555555557,30.61224489795919,1.2515732680877507,0.5833333333333333,0.5555555555555556,9,1,10,0.9
664983,CF,28,11.904761904761905,24.305555555555557,29.605263157894736,2.111682978448357,0.5466666666666665,0.5066666666666664,15,4,19,0.7894736842105263
805808,SS,21,12.195121951219512,23.64864864864865,28.481012658227847,4.049146061787818,0.4173228346456692,0.4094488188976377,9,0,9,1.0
656716,2B,31,11.627906976744185,23.178807947019862,27.777777777777775,-2.242593144767769,0.4035087719298246,0.3684210526315788,1,3,4,0.25
680574,2B,26,11.627906976744185,23.333333333333332,28.846153846153847,-0.992327111080897,0.3174603174603174,0.2857142857142855,10,2,12,0.8333333333333334
678554,3B,25,11.494252873563218,22.580645161290324,26.94610778443114,-1.2571937002816909,0.4166666666666666,0.4,2,2,4,0.5
701538,CF,23,12.195121951219512,23.972602739726028,28.846153846153847,4.103120099255894,0.3766233766233767,0.3766233766233767,15,2,17,0.8823529411764706
669003,CF,27,12.048192771084338,24.822695035460992,29.605263157894743,1.9733776298753067,0.4666666666666667,0.4666666666666667,6,2,8,0.75
655316,SS,29,11.764705882352942,22.727272727272727,26.946107784431145,-1.3129731575662769,0.4285714285714285,0.4107142857142857,1,3,4,0.25
672515,C,26,11.363636363636363,22.87581699346405,27.27272727272728,-0.2161273799290938,0.3118279569892473,0.3118279569892473,3,1,4,0.75
656775,CF,31,12.048192771084338,24.13793103448276,27.777777777777775,-0.8768138482984814,0.25,0.25,9,5,14,0.6428571428571429
808959,1B,26,11.494252873563218,23.026315789473685,27.607361963190193,-1.969246186728256,0.3877551020408163,0.3877551020408163,1,3,4,0.25
667472,CF,30,11.627906976744185,23.64864864864865,28.301886792452827,1.842133445500963,0.3783783783783783,0.3783783783783783,7,0,7,1.0
